issue,date,front1,front2,front3,front4,front5,back1,back2
2022016,2022-02-16,01,07,17,26,32,01,09
2022017,2022-02-19,10,14,18,23,25,07,11
2022018,2022-02-21,16,21,29,31,34,06,09
2022019,2022-02-23,01,04,07,17,21,01,02
2022020,2022-02-26,16,17,30,31,35,08,09
2022021,2022-02-28,11,15,16,18,35,06,09
2022022,2022-03-02,01,05,14,17,28,06,07
2022023,2022-03-05,04,05,18,20,25,11,12
2022024,2022-03-07,01,02,11,30,35,01,12
2022025,2022-03-09,04,07,22,24,29,01,07
2022026,2022-03-12,11,14,22,23,27,08,10
2022027,2022-03-14,03,06,11,31,32,05,12
2022028,2022-03-16,04,09,16,17,35,01,07
2022029,2022-03-19,07,08,10,14,17,10,12
2022030,2022-03-21,12,14,15,21,30,01,09
2022031,2022-03-23,07,14,16,20,28,04,08
2022032,2022-03-26,05,09,18,31,32,01,05
2022033,2022-03-28,08,15,16,19,33,03,04
2022034,2022-03-30,02,10,24,27,28,06,07
2022035,2022-04-02,09,11,13,23,31,05,08
2022036,2022-04-04,18,19,21,26,34,06,07
2022037,2022-04-06,01,09,17,20,28,06,10
2022038,2022-04-09,07,09,11,12,26,09,12
2022039,2022-04-11,01,08,11,22,31,05,11
2022040,2022-04-13,10,19,25,29,33,08,12
2022041,2022-04-16,05,15,25,26,33,06,11
2022042,2022-04-18,08,10,11,29,32,02,06
2022043,2022-04-20,02,16,17,24,30,09,12
2022044,2022-04-23,01,02,16,17,20,03,07
2022045,2022-04-25,02,03,07,12,20,01,05
2022046,2022-04-27,06,07,12,22,27,03,05
2022047,2022-04-30,07,10,11,12,33,03,11
2022048,2022-05-02,16,22,28,29,32,08,09
2022049,2022-05-04,06,10,20,28,35,01,10
2022050,2022-05-07,02,10,21,24,30,08,10
2022051,2022-05-09,01,16,17,19,33,05,06
2022052,2022-05-11,01,13,18,29,35,04,09
2022053,2022-05-14,09,17,19,20,25,01,09
2022054,2022-05-16,05,16,21,23,34,07,10
2022055,2022-05-18,01,02,12,15,23,04,06
2022056,2022-05-21,02,11,15,17,31,07,09
2022057,2022-05-23,06,12,18,21,35,07,10
2022058,2022-05-25,03,04,24,26,35,07,08
2022059,2022-05-28,04,15,18,32,34,04,09
2022060,2022-05-30,02,06,10,11,20,03,09
2022061,2022-06-01,06,09,19,22,30,01,06
2022062,2022-06-04,05,09,11,12,31,07,11
2022063,2022-06-06,02,03,22,26,31,06,10
2022064,2022-06-08,02,19,22,25,35,05,07
2022065,2022-06-11,05,10,13,22,28,01,04
2022066,2022-06-13,02,24,25,26,34,03,12
2022067,2022-06-15,04,14,15,32,33,10,11
2022068,2022-06-18,03,06,10,15,23,03,08
2022069,2022-06-20,02,03,23,28,35,02,09
2022070,2022-06-22,01,07,17,23,35,07,11
2022071,2022-06-25,09,15,19,25,29,08,09
2022072,2022-06-27,01,12,13,15,30,03,07
2022073,2022-06-29,11,18,21,25,32,02,04
2022074,2022-07-02,02,06,21,25,28,02,06
2022075,2022-07-04,04,12,13,17,18,07,09
2022076,2022-07-06,05,17,30,34,35,02,09
2022077,2022-07-09,05,10,11,16,19,01,10
2022078,2022-07-11,02,03,18,20,27,01,02
2022079,2022-07-13,07,10,19,26,32,08,12
2022080,2022-07-16,10,17,30,31,34,03,06
2022081,2022-07-18,05,10,19,31,32,09,10
2022082,2022-07-20,04,26,27,30,33,02,09
2022083,2022-07-23,02,09,17,26,32,04,06
2022084,2022-07-25,03,11,19,25,27,04,12
2022085,2022-07-27,11,16,31,33,35,06,08
2022086,2022-07-30,04,10,21,28,31,08,11
2022087,2022-08-01,04,06,10,24,28,06,12
2022088,2022-08-03,01,08,10,20,35,06,11
2022089,2022-08-06,01,20,21,31,33,03,11
2022090,2022-08-08,01,20,24,25,31,09,12
2022091,2022-08-10,02,11,20,22,34,04,12
2022092,2022-08-13,01,04,12,23,29,05,12
2022093,2022-08-15,07,11,14,21,29,07,10
2022094,2022-08-17,03,04,07,12,19,02,05
2022095,2022-08-20,05,08,22,25,35,02,07
2022096,2022-08-22,16,19,24,27,33,01,06
2022097,2022-08-24,05,13,22,28,29,05,11
2022098,2022-08-27,01,03,06,11,13,03,11
2022099,2022-08-29,07,18,25,27,33,04,05
2022100,2022-08-31,10,19,20,23,31,03,07
2022101,2022-09-03,02,04,06,07,08,03,06
2022102,2022-09-05,01,05,14,20,30,02,04
2022103,2022-09-07,08,12,16,21,32,01,12
2022104,2022-09-10,03,05,13,19,25,02,05
2022105,2022-09-12,01,08,09,21,22,01,04
2022106,2022-09-14,16,17,21,28,32,04,07
2022107,2022-09-17,07,09,19,28,29,08,10
2022108,2022-09-19,04,07,13,26,28,07,11
2022109,2022-09-21,05,09,24,29,35,05,12
2022110,2022-09-24,02,13,16,18,23,03,06
2022111,2022-09-26,06,12,16,19,31,06,10
2022112,2022-09-28,04,11,18,20,26,06,12
2022113,2022-10-05,13,15,22,31,33,05,12
2022114,2022-10-08,11,21,24,27,28,05,10
2022115,2022-10-10,17,19,20,23,27,03,08
2022116,2022-10-12,01,07,20,22,31,07,12
2022117,2022-10-15,09,12,15,21,32,02,07
2022118,2022-10-17,02,05,15,17,26,02,08
2022119,2022-10-19,01,09,16,25,29,04,09
2022120,2022-10-22,11,22,26,30,33,03,05
2022121,2022-10-24,04,15,16,20,21,04,05
2022122,2022-10-26,04,15,17,19,25,06,12
2022123,2022-10-29,02,20,28,29,30,07,10
2022124,2022-10-31,02,04,11,25,30,06,12
2022125,2022-11-02,03,07,14,16,19,01,11
2022126,2022-11-05,04,05,08,22,35,01,03
2022127,2022-11-07,02,03,08,09,20,04,10
2022128,2022-11-09,10,19,21,23,35,04,10
2022129,2022-11-12,10,17,23,34,35,01,04
2022130,2022-11-14,05,07,15,18,23,05,10
2022131,2022-11-16,02,06,08,10,17,05,06
2022132,2022-11-19,02,27,30,34,35,09,12
2022133,2022-11-21,01,02,14,30,31,06,09
2022134,2022-11-23,03,16,23,27,32,03,06
2022135,2022-11-26,09,10,27,31,32,01,03
2022136,2022-11-28,01,11,15,17,33,03,11
2022137,2022-11-30,05,06,08,15,20,07,08
2022138,2022-12-03,05,13,16,27,33,07,12
2022139,2022-12-05,01,13,14,22,35,02,05
2022140,2022-12-07,05,15,25,26,29,04,12
2022141,2022-12-10,05,06,14,24,25,02,04
2022142,2022-12-12,07,12,14,29,35,01,11
2022143,2022-12-14,10,13,14,27,33,07,08
2022144,2022-12-17,03,04,08,15,21,04,07
2022145,2022-12-19,10,20,29,30,35,06,09
2022146,2022-12-21,01,21,23,28,35,07,09
2022147,2022-12-24,04,12,22,28,30,09,11
2022148,2022-12-26,04,05,06,26,27,07,12
2022149,2022-12-28,15,19,22,26,28,02,07
2022150,2022-12-31,06,07,26,29,30,03,12
2023001,2023-01-02,18,19,24,27,34,11,12
2023002,2023-01-04,11,14,21,26,27,02,07
2023003,2023-01-07,05,06,14,21,22,02,09
2023004,2023-01-09,04,13,15,20,22,04,08
2023005,2023-01-11,01,03,10,20,29,06,11
2023006,2023-01-14,02,04,12,27,35,06,07
2023007,2023-01-16,02,03,24,30,32,01,06
2023008,2023-01-18,04,09,17,22,25,01,05
2023009,2023-01-30,01,05,11,15,33,01,10
2023010,2023-02-01,05,06,13,23,26,01,06
2023011,2023-02-04,02,07,08,17,25,01,03
2023012,2023-02-06,07,16,17,18,28,02,03
2023013,2023-02-08,01,02,09,23,25,02,06
2023014,2023-02-11,03,08,18,22,24,01,09
2023015,2023-02-13,08,16,24,25,34,08,12
2023016,2023-02-15,02,04,12,31,32,07,11
2023017,2023-02-18,02,05,09,22,27,10,11
2023018,2023-02-20,04,08,17,26,30,03,11
2023019,2023-02-22,05,08,09,11,15,06,08
2023020,2023-02-25,05,06,23,25,28,06,09
2023021,2023-02-27,02,09,18,23,27,03,05
2023022,2023-03-01,07,11,15,26,28,08,10
2023023,2023-03-04,09,21,23,25,33,03,10
2023024,2023-03-06,11,15,24,27,30,01,10
2023025,2023-03-08,03,09,27,30,31,11,12
2023026,2023-03-11,02,13,24,27,30,01,06
2023027,2023-03-13,09,10,12,15,23,03,06
2023028,2023-03-15,01,03,29,30,34,04,12
2023029,2023-03-18,07,25,27,34,35,09,11
2023030,2023-03-20,06,11,12,20,35,05,12
2023031,2023-03-22,05,07,08,16,25,03,11
2023032,2023-03-25,05,06,18,28,30,02,07
2023033,2023-03-27,04,06,10,11,25,07,09
2023034,2023-03-29,07,09,10,15,24,04,12
2023035,2023-04-01,07,14,23,25,29,02,11
2023036,2023-04-03,01,13,22,26,31,02,10
2023037,2023-04-05,06,08,16,20,24,07,08
2023038,2023-04-08,04,10,18,27,32,10,12
2023039,2023-04-10,02,24,26,30,34,06,07
2023040,2023-04-12,04,05,18,22,30,05,12
2023041,2023-04-15,05,08,13,26,35,05,09
2023042,2023-04-17,02,16,21,23,27,01,08
2023043,2023-04-19,02,04,17,20,27,01,08
2023044,2023-04-22,02,06,07,08,15,07,10
2023045,2023-04-24,07,10,13,28,31,04,05
2023046,2023-04-26,13,21,25,28,32,02,10
2023047,2023-04-29,10,12,13,24,25,11,12
2023048,2023-05-01,07,13,16,25,32,09,11
2023049,2023-05-03,03,17,22,26,28,07,12
2023050,2023-05-06,08,09,14,25,29,04,06
2023051,2023-05-08,03,11,19,29,33,03,12
2023052,2023-05-10,02,08,11,30,33,05,08
2023053,2023-05-13,01,03,11,14,20,02,11
2023054,2023-05-15,19,25,30,31,34,07,09
2023055,2023-05-17,06,08,12,13,15,01,06
2023056,2023-05-20,13,22,24,33,34,01,02
2023057,2023-05-22,01,05,06,19,24,05,11
2023058,2023-05-24,19,22,29,32,35,05,08
2023059,2023-05-27,09,13,23,25,28,04,07
2023060,2023-05-29,02,07,19,24,30,09,12
2023061,2023-05-31,07,11,21,30,32,05,07
2023062,2023-06-03,06,08,22,24,30,01,08
2023063,2023-06-05,04,18,29,31,34,06,09
2023064,2023-06-07,02,06,09,31,32,03,07
2023065,2023-06-10,08,14,16,21,25,03,12
2023066,2023-06-12,06,11,13,30,32,01,03
2023067,2023-06-14,02,28,30,33,35,02,10
2023068,2023-06-17,21,22,24,27,31,07,08
2023069,2023-06-19,08,20,21,25,32,05,07
2023070,2023-06-21,10,26,29,32,33,03,11
2023071,2023-06-24,02,11,12,32,34,10,12
2023072,2023-06-26,05,06,09,11,14,02,04
2023073,2023-06-28,15,25,28,30,35,08,10
2023074,2023-07-01,03,13,22,29,34,02,09
2023075,2023-07-03,07,17,20,23,32,05,11
2023076,2023-07-05,08,09,11,26,34,02,07
2023077,2023-07-08,05,16,18,26,35,03,06
2023078,2023-07-10,02,03,06,26,27,07,08
2023079,2023-07-12,06,08,26,29,34,05,08
2023080,2023-07-15,01,02,09,16,30,01,11
2023081,2023-07-17,05,06,23,28,35,07,10
2023082,2023-07-19,02,08,09,15,20,03,09
2023083,2023-07-22,13,15,21,25,32,09,10
2023084,2023-07-24,03,05,08,24,32,07,08
2023085,2023-07-26,11,12,26,31,35,05,07
2023086,2023-07-29,03,11,15,20,35,07,11
2023087,2023-07-31,03,04,16,19,24,04,05
2023088,2023-08-02,08,14,16,22,24,09,12
2023089,2023-08-05,03,12,20,26,35,02,12
2023090,2023-08-07,08,11,12,19,35,11,12
2023091,2023-08-09,06,16,18,28,29,07,11
2023092,2023-08-12,03,16,21,26,32,03,12
2023093,2023-08-14,11,14,17,19,21,01,05
2023094,2023-08-16,12,19,22,28,32,08,12
2023095,2023-08-19,08,19,28,32,34,03,07
2023096,2023-08-21,06,07,14,21,31,03,10
2023097,2023-08-23,06,07,18,20,22,03,09
2023098,2023-08-26,02,07,15,30,34,05,09
2023099,2023-08-28,09,11,13,22,23,06,07
2023100,2023-08-30,04,06,13,19,35,09,11
2023101,2023-09-02,06,14,16,17,28,07,10
2023102,2023-09-04,02,04,07,16,33,07,11
2023103,2023-09-06,08,11,19,31,32,08,11
2023104,2023-09-09,06,15,16,32,33,08,10
2023105,2023-09-11,07,08,19,20,25,02,11
2023106,2023-09-13,16,24,26,28,31,01,06
2023107,2023-09-16,01,12,15,16,18,03,10
2023108,2023-09-18,05,06,17,30,32,02,08
2023109,2023-09-20,01,12,21,22,31,02,09
2023110,2023-09-23,04,09,11,13,17,07,08
2023111,2023-09-25,03,12,15,28,35,02,12
2023112,2023-09-27,01,11,17,22,27,02,09
2023113,2023-09-30,06,08,30,32,33,03,10
2023114,2023-10-07,02,25,27,30,35,01,10
2023115,2023-10-09,07,10,23,31,34,02,10
2023116,2023-10-11,01,03,09,18,29,04,09
2023117,2023-10-14,05,07,15,18,20,03,04
2023118,2023-10-16,06,07,13,25,33,05,08
2023119,2023-10-18,04,08,10,14,21,04,10
2023120,2023-10-21,02,08,16,31,34,01,10
2023121,2023-10-23,05,11,15,23,33,01,09
2023122,2023-10-25,01,07,09,25,29,10,12
2023123,2023-10-28,02,14,16,28,30,02,07
2023124,2023-10-30,06,18,23,27,32,06,10
2023125,2023-11-01,07,25,26,29,32,02,08
2023126,2023-11-04,07,12,17,26,34,02,06
2023127,2023-11-06,04,07,08,18,19,02,06
2023128,2023-11-08,01,05,07,12,13,02,06
2023129,2023-11-11,09,23,25,27,33,06,12
2023130,2023-11-13,13,20,27,29,30,01,07
2023131,2023-11-15,03,07,21,22,24,06,07
2023132,2023-11-18,03,04,12,15,23,02,06
2023133,2023-11-20,10,18,25,28,33,05,11
2023134,2023-11-22,10,15,22,27,33,01,12
2023135,2023-11-25,05,18,22,28,29,09,12
2023136,2023-11-27,13,23,27,30,34,06,09
2023137,2023-11-29,04,19,21,30,31,06,12
2023138,2023-12-02,07,12,20,28,31,09,10
2023139,2023-12-04,15,16,25,31,34,05,09
2023140,2023-12-06,01,02,09,19,30,01,02
2023141,2023-12-09,04,22,25,30,31,04,05
2023142,2023-12-11,04,13,15,17,32,10,12
2023143,2023-12-13,09,20,23,29,33,02,10
2023144,2023-12-16,05,14,18,25,35,01,10
2023145,2023-12-18,06,10,12,32,33,06,07
2023146,2023-12-20,14,18,19,26,31,02,07
2023147,2023-12-23,06,07,19,33,34,03,08
2023148,2023-12-25,11,12,20,21,27,02,12
2023149,2023-12-27,01,16,17,21,29,01,06
2023150,2023-12-30,05,06,17,18,33,11,12
2024001,2024-01-01,03,09,17,26,35,02,07
2024002,2024-01-03,01,06,08,27,32,03,04
2024003,2024-01-06,07,09,12,23,29,01,02
2024004,2024-01-08,02,06,18,19,27,08,09
2024005,2024-01-10,03,05,07,09,12,05,08
2024006,2024-01-13,08,13,16,17,33,02,10
2024007,2024-01-15,04,05,28,34,35,04,11
2024008,2024-01-17,04,06,11,20,30,03,05
2024009,2024-01-20,15,18,19,24,26,05,09
2024010,2024-01-22,02,08,10,15,27,02,08
2024011,2024-01-24,01,03,27,32,34,01,07
2024012,2024-01-27,21,22,25,26,34,01,09
2024013,2024-01-29,05,22,25,28,30,03,12
2024014,2024-01-31,04,05,16,21,31,09,11
2024015,2024-02-03,08,11,14,24,31,05,06
2024016,2024-02-05,15,18,25,27,29,06,11
2024017,2024-02-07,03,07,25,27,35,01,04
2024018,2024-02-19,04,12,19,25,27,01,09
2024019,2024-02-21,19,20,26,29,30,03,04
2024020,2024-02-24,02,04,08,19,26,02,06
2024021,2024-02-26,01,12,16,20,28,07,09
2024022,2024-02-28,07,09,11,31,32,04,08
2024023,2024-03-02,08,10,12,14,22,05,09
2024024,2024-03-04,03,05,12,17,26,01,12
2024025,2024-03-06,01,02,08,18,27,04,08
2024026,2024-03-09,01,18,21,26,33,02,12
2024027,2024-03-11,08,09,16,22,23,07,09
2024028,2024-03-13,13,18,20,26,28,04,08
2024029,2024-03-16,04,19,24,28,34,04,05
2024030,2024-03-18,08,09,11,19,30,06,12
2024031,2024-03-20,09,12,15,30,34,05,06
2024032,2024-03-23,05,15,26,33,35,01,09
2024033,2024-03-25,04,08,10,11,15,07,09
2024034,2024-03-27,23,26,27,29,33,05,08
2024035,2024-03-30,05,13,17,29,33,05,12
2024036,2024-04-01,02,05,11,32,34,06,10
2024037,2024-04-03,17,19,20,29,35,07,11
2024038,2024-04-06,15,22,24,25,29,01,05
2024039,2024-04-08,03,10,11,20,22,06,10
2024040,2024-04-10,05,12,16,29,30,03,06
2024041,2024-04-13,06,08,14,16,28,03,05
2024042,2024-04-15,01,08,15,23,35,05,12
2024043,2024-04-17,03,04,08,14,27,05,07
2024044,2024-04-20,03,13,15,17,22,06,10
2024045,2024-04-22,09,10,14,31,32,03,08
2024046,2024-04-24,06,12,17,29,30,07,11
2024047,2024-04-27,11,19,21,26,35,10,11
2024048,2024-04-29,12,18,21,26,28,08,09
2024049,2024-05-01,04,06,09,10,22,01,08
2024050,2024-05-04,03,04,14,18,26,07,09
2024051,2024-05-06,05,21,22,23,29,01,02
2024052,2024-05-08,02,03,13,22,34,04,08
2024053,2024-05-11,01,07,19,20,35,03,09
2024054,2024-05-13,05,06,09,11,22,01,03
2024055,2024-05-15,07,17,22,30,34,05,07
2024056,2024-05-18,16,17,18,27,35,06,12
2024057,2024-05-20,09,25,30,33,34,03,09
2024058,2024-05-22,06,10,13,20,32,01,02
2024059,2024-05-25,17,18,20,25,31,03,12
2024060,2024-05-27,03,21,25,28,30,01,12
2024061,2024-05-29,01,12,19,31,33,05,08
2024062,2024-06-01,05,14,15,16,33,03,05
2024063,2024-06-03,07,12,16,33,34,01,03
2024064,2024-06-05,05,12,21,32,33,08,09
2024065,2024-06-08,05,10,18,26,27,03,06
2024066,2024-06-10,13,19,20,24,25,06,07
2024067,2024-06-12,03,11,14,20,22,06,09
2024068,2024-06-15,15,20,31,32,33,05,10
2024069,2024-06-17,07,09,16,20,24,03,07
2024070,2024-06-19,04,20,21,32,34,02,09
2024071,2024-06-22,06,10,15,34,35,02,10
2024072,2024-06-24,04,17,21,23,32,01,06
2024073,2024-06-26,07,09,12,21,23,05,09
2024074,2024-06-29,02,10,11,21,27,09,11
2024075,2024-07-01,08,17,26,28,32,01,10
2024076,2024-07-03,01,06,22,27,35,07,12
2024077,2024-07-06,01,03,25,26,29,06,12
2024078,2024-07-08,05,07,10,14,15,04,07
2024079,2024-07-10,03,08,17,18,23,06,11
2024080,2024-07-13,03,05,24,27,28,09,11
2024081,2024-07-15,14,15,25,27,34,01,10
2024082,2024-07-17,08,21,23,24,26,04,05
2024083,2024-07-20,09,11,12,13,30,07,09
2024084,2024-07-22,04,11,16,17,23,05,10
2024085,2024-07-24,02,09,16,29,35,01,06
2024086,2024-07-27,11,12,14,22,28,07,11
2024087,2024-07-29,07,10,20,28,34,05,10
2024088,2024-07-31,01,02,23,28,32,03,05
2024089,2024-08-03,05,06,29,30,34,07,08
2024090,2024-08-05,02,03,06,28,33,07,11
2024091,2024-08-07,01,08,11,17,21,01,02
2024092,2024-08-10,02,04,25,26,31,01,06
2024093,2024-08-12,16,24,26,28,29,08,12
2024094,2024-08-14,12,13,24,29,31,02,08
2024095,2024-08-17,01,07,19,26,27,03,05
2024096,2024-08-19,02,03,23,27,31,01,10
2024097,2024-08-21,07,11,12,14,19,02,08
2024098,2024-08-24,03,10,15,19,29,09,10
2024099,2024-08-26,04,10,24,31,35,05,08
2024100,2024-08-28,02,12,19,22,32,05,11
2024101,2024-08-31,16,19,22,27,35,06,10
2024102,2024-09-02,01,05,09,14,20,05,11
2024103,2024-09-04,19,21,29,32,33,06,08
2024104,2024-09-07,01,04,09,13,17,06,09
2024105,2024-09-09,14,20,21,28,32,09,11
2024106,2024-09-11,05,11,19,22,29,02,12
2024107,2024-09-14,06,14,16,18,34,03,10
2024108,2024-09-16,16,17,21,31,34,03,08
2024109,2024-09-18,12,23,26,27,28,03,11
2024110,2024-09-21,01,07,08,18,28,04,12
2024111,2024-09-23,03,09,19,27,30,07,11
2024112,2024-09-25,05,15,24,31,34,03,10
2024113,2024-09-28,16,18,25,26,33,04,08
2024114,2024-09-30,12,27,30,34,35,05,11
2024115,2024-10-05,03,04,12,19,24,08,12
2024116,2024-10-07,01,03,06,16,25,01,11
2024117,2024-10-09,02,10,22,26,28,02,04
2024118,2024-10-12,01,03,09,16,19,05,11
2024119,2024-10-14,06,12,28,30,33,02,07
2024120,2024-10-16,04,12,17,23,27,02,08
2024121,2024-10-19,07,15,18,24,33,04,05
2024122,2024-10-21,05,06,09,15,17,03,10
2024123,2024-10-23,03,09,16,30,31,08,09
2024124,2024-10-26,02,03,07,10,25,01,11
2024125,2024-10-28,10,14,19,24,26,01,10
2024126,2024-10-30,02,10,17,28,34,07,08
2024127,2024-11-02,02,03,10,16,28,07,10
2024128,2024-11-04,03,07,10,29,31,01,03
2024129,2024-11-06,07,19,30,31,34,05,07
2024130,2024-11-09,11,21,25,31,32,04,10
2024131,2024-11-11,02,03,04,21,26,02,03
2024132,2024-11-13,05,06,10,16,31,06,09
2024133,2024-11-16,08,10,14,22,29,04,06
2024134,2024-11-18,01,04,07,13,33,05,06
2024135,2024-11-20,06,08,22,24,30,03,08
2024136,2024-11-23,01,17,20,29,34,07,08
2024137,2024-11-25,08,15,16,17,21,02,05
2024138,2024-11-27,05,17,20,28,34,04,09
2024139,2024-11-30,05,12,20,23,24,05,07
2024140,2024-12-02,03,06,15,23,31,01,12
2024141,2024-12-04,02,06,07,16,20,02,11
2024142,2024-12-07,08,21,24,33,34,03,10
2024143,2024-12-09,16,20,22,24,31,04,05
2024144,2024-12-11,06,07,08,21,30,01,05
2024145,2024-12-14,01,06,09,22,24,01,03
2024146,2024-12-16,05,20,21,22,32,03,04
2024147,2024-12-18,12,18,21,22,31,01,07
2024148,2024-12-21,06,09,20,32,35,08,11
2024149,2024-12-23,02,05,16,18,22,07,09
2024150,2024-12-25,04,11,23,25,34,05,07
2024151,2024-12-28,05,12,17,19,35,10,11
2024152,2024-12-30,01,02,07,08,31,02,10
2025001,2025-01-01,05,08,16,17,27,04,07
2025002,2025-01-04,19,21,22,28,32,06,09
2025003,2025-01-06,10,25,30,32,34,04,10
2025004,2025-01-08,02,05,09,13,33,01,07
2025005,2025-01-11,05,06,08,31,32,09,11
2025006,2025-01-13,03,04,13,19,35,03,10
2025007,2025-01-15,15,22,23,25,31,01,09
2025008,2025-01-18,01,05,07,13,35,05,12
2025009,2025-01-20,03,19,21,30,32,06,09
2025010,2025-01-22,05,21,28,30,32,07,12
2025011,2025-01-25,03,06,07,11,27,02,08
2025012,2025-02-08,02,18,19,21,25,02,11
2025013,2025-02-10,14,16,18,20,35,02,05
2025014,2025-02-12,05,19,22,29,35,02,10
2025015,2025-02-15,07,10,24,31,35,01,08
2025016,2025-02-17,05,07,12,20,29,08,12
2025017,2025-02-19,10,12,26,28,31,03,10
2025018,2025-02-22,01,07,09,20,28,01,04
2025019,2025-02-24,07,08,11,18,23,03,11
2025020,2025-02-26,01,09,12,22,29,05,09
2025021,2025-03-01,10,18,25,30,35,03,12
2025022,2025-03-03,01,11,13,27,29,04,10
2025023,2025-03-05,10,20,22,24,25,09,12
2025024,2025-03-08,06,12,13,16,23,05,08
2025025,2025-03-10,03,06,08,10,25,03,07
2025026,2025-03-12,02,03,07,17,30,01,09
2025027,2025-03-15,03,06,11,13,20,01,11
2025028,2025-03-17,06,08,20,25,29,03,07
2025029,2025-03-19,05,09,26,31,33,03,10
2025030,2025-03-22,03,09,14,24,28,06,07
2025031,2025-03-24,14,18,20,25,35,01,07
2025032,2025-03-26,12,22,25,27,28,01,02
2025033,2025-03-29,01,02,08,10,33,10,12
2025034,2025-03-31,04,15,22,28,33,06,08
2025035,2025-04-02,22,25,28,29,30,04,08
2025036,2025-04-05,04,07,13,27,30,02,06
2025037,2025-04-07,05,20,23,27,31,04,06
2025038,2025-04-09,07,08,20,26,34,08,09
2025039,2025-04-12,03,07,14,15,19,06,10
2025040,2025-04-14,02,08,16,31,32,04,12
2025041,2025-04-16,03,04,21,22,27,05,11
2025042,2025-04-19,06,08,11,18,20,05,11
2025043,2025-04-21,03,16,20,21,27,09,11
2025044,2025-04-23,15,17,21,22,26,02,08
2025045,2025-04-26,08,11,21,23,27,03,08
2025046,2025-04-28,04,10,15,20,34,04,07
2025047,2025-04-30,03,10,11,12,21,02,03
2025048,2025-05-03,02,06,17,23,35,06,11
2025049,2025-05-05,09,20,22,29,34,03,08
2025050,2025-05-07,15,18,20,21,34,04,10
2025051,2025-05-10,02,04,13,29,31,05,12
2025052,2025-05-12,02,04,11,29,30,02,08
2025053,2025-05-14,14,23,29,30,33,06,12
2025054,2025-05-17,03,12,16,21,29,01,02
2025055,2025-05-19,08,10,25,29,30,01,02
2025056,2025-05-21,12,15,28,29,32,08,11
2025057,2025-05-24,09,10,11,12,29,01,10
2025058,2025-05-26,06,11,15,21,23,01,07
2025059,2025-05-28,03,09,10,11,26,01,02
2025060,2025-05-31,12,14,19,33,34,01,07
2025061,2025-06-02,02,11,16,23,28,05,10
2025062,2025-06-04,14,20,27,28,29,06,10
2025063,2025-06-07,05,18,26,29,32,07,10
2025064,2025-06-09,05,10,18,20,34,01,08
2025065,2025-06-11,07,25,32,33,35,04,09
2025066,2025-06-14,15,18,27,28,34,03,06
2025067,2025-06-16,06,10,12,21,22,01,06
2025068,2025-06-18,01,04,17,20,22,04,10
2025069,2025-06-21,04,06,07,33,34,09,10
2025070,2025-06-23,08,09,15,20,22,04,12
2025071,2025-06-25,01,08,25,31,33,05,11
2025072,2025-06-28,04,07,15,24,29,01,04
2025073,2025-06-30,01,04,17,33,34,03,09
2025074,2025-07-02,02,11,15,18,21,05,10
2025075,2025-07-05,08,12,16,19,35,06,09
2025076,2025-07-07,11,18,22,25,29,04,12
2025077,2025-07-09,12,14,16,19,28,01,04
2025078,2025-07-12,07,10,15,21,24,05,06
2025079,2025-07-14,02,14,32,34,35,05,11
2025080,2025-07-16,09,10,18,22,24,03,12
2025081,2025-07-19,01,04,06,15,18,02,03
2025082,2025-07-21,02,03,04,12,26,01,08
2025083,2025-07-23,12,17,18,20,34,02,05
2025084,2025-07-26,09,11,13,18,29,04,11
2025085,2025-07-28,02,05,09,14,33,04,09
2025086,2025-07-30,02,06,23,24,33,01,10
2025087,2025-08-02,05,13,14,16,20,03,08
2025088,2025-08-04,08,09,10,11,35,05,11
2025089,2025-08-06,02,11,12,32,34,03,10
2025090,2025-08-09,06,14,19,22,27,01,04
2025091,2025-08-11,01,19,22,25,27,03,10
2025092,2025-08-13,04,10,17,25,32,05,07
2025093,2025-08-16,01,07,09,16,30,02,05
2025094,2025-08-18,04,09,17,30,33,05,09
2025095,2025-08-20,07,13,14,19,27,06,10
2025096,2025-08-23,02,11,17,22,24,07,09
2025097,2025-08-25,05,24,25,32,34,01,09
2025098,2025-08-27,01,07,09,10,23,10,12
2025099,2025-08-30,06,12,20,26,31,02,04
2025100,2025-09-01,26,28,32,34,35,02,07
2025101,2025-09-03,05,07,19,26,32,08,09
2025102,2025-09-06,09,10,13,26,28,02,04
2025103,2025-09-08,05,08,19,32,34,04,05
2025104,2025-09-10,02,06,09,22,34,02,08
2025105,2025-09-13,15,16,25,28,34,10,12
2025106,2025-09-15,05,06,11,26,29,05,10
2025107,2025-09-17,05,07,08,15,33,06,10
2025108,2025-09-20,14,18,21,24,29,03,06
2025109,2025-09-22,04,08,10,13,26,09,10
2025110,2025-09-24,01,15,22,30,31,02,08
2025111,2025-09-27,02,09,14,21,26,02,12
2025112,2025-09-29,03,04,21,23,24,09,12
2025113,2025-10-06,01,14,18,28,35,02,03
2025114,2025-10-08,03,08,09,12,16,01,05
2025115,2025-10-11,03,12,14,21,35,01,05
2025116,2025-10-13,02,06,16,22,29,08,12
2025117,2025-10-15,05,10,18,21,29,05,07
2025118,2025-10-18,02,08,09,12,21,04,05
2025119,2025-10-20,08,15,27,29,31,01,07
2025120,2025-10-22,11,13,22,26,35,02,08
2025121,2025-10-25,02,03,08,13,21,07,12
